source_id,frame,west_in,east_in,north_in,south_in,total_flow
zhandong_road2,10206,0,0,0,0,0
zhandong_road2,10236,0,1,0,0,1
zhandong_road2,10266,1,0,0,0,1
zhandong_road2,10296,1,0,0,0,1
zhandong_road2,10326,0,0,0,0,0
zhandong_road2,10356,1,1,0,0,2
zhandong_road2,10386,0,0,0,0,0
zhandong_road2,10416,0,0,0,0,0
zhandong_road2,10446,0,0,0,0,0
zhandong_road2,10476,0,0,0,0,0
zhandong_road2,10506,0,0,0,0,0
zhandong_road2,10536,0,0,0,0,0
zhandong_road2,10566,0,0,0,0,0
zhandong_road2,10596,1,0,1,0,2
zhandong_road2,10626,0,0,0,0,0
zhandong_road2,10656,0,0,0,0,0
zhandong_road2,10686,0,0,0,0,0
zhandong_road2,10716,0,0,0,0,0
zhandong_road2,10746,0,0,0,0,0
zhandong_road2,10776,0,1,0,0,1
zhandong_road2,10806,0,0,0,0,0
zhandong_road2,10836,0,1,0,0,1
zhandong_road2,10866,1,1,0,0,2
zhandong_road2,10896,0,0,1,0,1
zhandong_road2,10926,1,0,0,0,1
zhandong_road2,10956,0,1,0,0,1
zhandong_road2,10986,0,0,0,0,0
zhandong_road2,11016,0,1,1,0,2
zhandong_road2,11046,0,0,0,0,0
zhandong_road2,11076,0,0,0,0,0
zhandong_road2,11106,0,0,1,2,3
zhandong_road2,11136,0,0,0,0,0
zhandong_road2,11166,0,0,0,0,0
zhandong_road2,11196,0,0,0,0,0
zhandong_road2,11226,0,0,0,0,0
zhandong_road2,11256,0,0,0,0,0
zhandong_road2,11286,0,0,1,0,1
zhandong_road2,11316,0,0,0,0,0
zhandong_road2,11346,0,0,1,0,1
zhandong_road2,11376,0,0,0,0,0
zhandong_road2,11406,0,0,0,0,0
zhandong_road2,11436,0,0,1,0,1
zhandong_road2,11466,0,0,0,0,0
zhandong_road2,11496,0,0,0,0,0
zhandong_road2,11526,0,0,0,1,1
zhandong_road2,11556,0,0,0,0,0
zhandong_road2,11586,0,0,0,0,0
zhandong_road2,11616,0,0,0,0,0
zhandong_road2,11646,0,0,0,0,0
zhandong_road2,11676,0,0,0,0,0
zhandong_road2,11706,0,0,0,0,0
zhandong_road2,11736,0,1,1,0,2
zhandong_road2,11766,0,0,1,0,1
zhandong_road2,11796,0,0,0,1,1
zhandong_road2,11826,0,0,1,1,2
zhandong_road2,11856,0,0,0,1,1
zhandong_road2,11886,0,0,0,0,0
zhandong_road2,11916,0,1,0,0,1
zhandong_road2,11946,0,0,0,1,1
zhandong_road2,11976,0,0,0,0,0
zhandong_road2,12006,0,1,1,1,3
zhandong_road2,12036,0,0,0,0,0
zhandong_road2,12066,0,0,1,0,1
zhandong_road2,12096,0,0,0,0,0
zhandong_road2,12126,0,0,0,0,0
zhandong_road2,12156,0,0,1,0,1
zhandong_road2,12186,0,1,0,0,1
zhandong_road2,12216,0,0,1,1,2
zhandong_road2,12246,0,0,0,0,0
zhandong_road2,12276,0,1,0,0,1
zhandong_road2,12306,0,0,1,2,3
zhandong_road2,12336,0,0,0,1,1
zhandong_road2,12366,0,0,2,0,2
zhandong_road2,12396,0,0,0,0,0
zhandong_road2,12426,0,0,1,0,1
zhandong_road2,12456,0,0,0,0,0
zhandong_road2,12486,0,0,0,0,0
zhandong_road2,12516,0,1,0,0,1
zhandong_road2,12546,0,0,1,1,2
zhandong_road2,12576,0,0,0,0,0
zhandong_road2,12606,0,1,0,0,1
zhandong_road2,12636,0,0,0,0,0
zhandong_road2,12666,0,0,0,0,0
zhandong_road2,12696,0,0,1,0,1
zhandong_road2,12726,0,1,0,1,2
zhandong_road2,12756,0,0,1,0,1
zhandong_road2,12786,0,0,0,0,0
zhandong_road2,12816,0,0,1,0,1
zhandong_road2,12846,0,0,0,0,0
zhandong_road2,12876,0,0,0,0,0
zhandong_road2,12906,0,1,0,0,1
zhandong_road2,12936,0,0,1,0,1
